NOID	Author	Title	Alternative title	Year	
mk61rk03p	Henderson, Elizabeth Irene.	Extensive engagement: chief executive officers formative life experiences related to their participative style of leadership	Chief executive officers formative life experiences related to their participative style of leadership.	1998
kh04ds30q	Henderson-Nichol, Ann	Vladimir Propp and the structural analysis of folktales: an application of the Morphology of the folktale to fairy-tales from Perrault, the Brothers Grimm and French and German folklore	Propp & the structural analysis of folktales	1981
9z9031792	Mattar, Christine.	Variable lipidation of Ras isoforms directs their differential membrane association	RAS lipidation and membrane association	2000
5h73pz822	Olford, Gertrude Carolyn.	Four organ recitals and an essay: selected Canadian solo organ music, 1981-1996 : introduction and annotated catalogue	Selected Canadian solo organ music, 1981-1996: introduction and annotated catalogue	1997
hd76s2539	Mensch, Frederick.	Historical and political consciousness in modern British and German drama	History and politics in modern drama	1992
gq67jt538	Massolin, Philip.	Whats past is prologue: Canadian intellectuals, the Tory tradition and the challenge of modernity, 1939-1970	Canadian intellectuals, the Tory tradition and the challenge of modernity, 1939-1970	1998
9z903196q	Muritu, John Waititu.	Oxidative addition reactions and methylene-bridged diiridium complexes	Oxid addn rxns & methylene-bridged Ir2 comp	2000
gq67js974	Assmann, Peter F.	The role of harmonics and formants in the perception of vowel quality	Harmonics and formants in vowel perception	1985
02870z38n	Urion, Celeste Josephine.	Construction of wilderness in the formation of Glacier National Park, Montana	Wilderness and Glacier National Park, Montana	1999
gt54kq04k	Van Tamelen, David.	Educational restructuring and the changing role of the school principal in Alberta	Changing role of school principals in Alberta.	1999
b2773z47c	Liu, Yanping.	MRObjects: an object-oriented framework for virtual reality applications	Object-oriented framework for virtual reality applications	1999
8336h4443	Luciuk, Lubomyr Y.	Searching for place: Ukrainian refugee migration to Canada after World War II	Ukrainian refugee migration to Canada after WWII	1984
9c67wp742	Dymarz, Rafal.	The intelligibility of the physical world in Platos Timaeus	Physical world in Platos Timaeus	2001
2f75rb06w	Zhang, Chong.	A measurement study on scheduling latency-critical traffic	Measurement study on scheduling LC traffic	2001
b2773z29f	Holland, Brady.	A study of the Edmonton Public Schools principalship training and development course	Study of the EPS principalship course.	1998
mk61rk146	Gill, Sandip Kaur.	Wheat bread quality as influenced by the substitution of waxy and regular barley flours in their native and heat-moisture treated forms	Waxy/regular barley breads and quality	2001
765373657	Joshi, Bejuna.	Professional development of the emergent literacy strategies in primary teachers of Nepal	Professional development of emergent literacy.	1999
5138jg939	Collins, Jendju.	The courtship crisis: traditional Middle Eastern courtship, marriage and sexual knowledge transmission in a North American context with implications for education	Ethnographic study of traditional Middle Eastern sexual ideology and customs in Canada	1996
5138jg939	Collins, Jendju.	The courtship crisis: traditional Middle Eastern courtship, marriage and sexual knowledge transmission in a North American context with implications for education	Examination of formal and informal sexual knowledge education	1996
5138jg939	Collins, Jendju.	The courtship crisis: traditional Middle Eastern courtship, marriage and sexual knowledge transmission in a North American context with implications for education	Traditional middle eastern courtship, marriage and sexual knowledge transmission in a North American context with implications for education.	1996
9c67wq29f	Moibi, Jacob Adeniyi.	Regulation of fatty acid synthesis in sheep: effect of temperature, diet and [beta]-adrenergic agonist on acetyl-CoA carboxylase and fatty acid synthase	Effect of temperature, diet and [beta]-adrenergic agonist on acetyl-CoA carboxylase and fatty acid synthase	1999
jh343v58j	Paton, John Francis.	The fitness performance of physically awkward children	Fitness of physically awkward children.	1986
4f16c466s	Phillips, Donald Robert.	Pea mitochondrial adenosine triphosphatase activity and ethylene	Pea mitochondrial atpase and ethylene	1971
mk61rk61k	Wang, Victor Yongchun.	Whole language in a second language classroom: an investigation into a newly immigrated Chinese teachers second language pedagogy	Investigation into a newly immigrated Chinese teachers second language pedagogy.	1996
gq67jt32h	Zhang, Xiqin.	An investigation on the operating characteristics of a novel thyristor linked reactor	Investigation on characteristics of TLR.	2001
9c67wq064	Hagan, John.	Criminal justice in a Canadian province: a study of the sentencing process	Study of the sentencing process	1974
12579v54p	Lundberg, Kristina Ann.	Portraits of the artist as mother: Margaret Laurences The Diviners and Dance on the Earth	Margaret Laurences The Diviners and Dance on the Earth	1997
02870z249	Ilica, Liliana Alexandra	Incentive motivation in gymnasts and coaching leadership style reflected in elite modern rhythmic gymnastics settings in Canada	Study of rhythmic gymnastics in Canada	1983
cc08hh51d	Ellis, Yvonne M.	Students perceptions about the use of forms and authentic text in an EFL context	Forms and authentic text in an EFL context	2002
2f75rb520	Snart, Jennifer Erin.	Screening methods for probiotic lactobacilli isolated from the pig intestine	Screening lactobacilli for probiotic use	2001
47429c047	Prescott, Lisa.	The minimum acceptable rate of return: engineering economic theory and practice	Engineering economic theory and practice	1999
2f75rb14k	Nuttgens, Simon Andrew.	Bereavement following suicide: a narrative study	Bereavement after suicide.	1997
9880vs80p	Padavell, Jacqlyn Suzanne.	Gender and the university: the debate over womens studies	Debate over womens studies.	1998
d504rn91g	Senturk, Yasin.	Effect of confinement pressure on visco-inertial flow parameters in porous media	Visco-inertial parameters in confined porous media	1975
9k41zg74j	McCaffery, Daniel T.	The relationship of teacher satisfaction to student attitudes in compulsory physical education classes	Teacher satisfaction and student attitudes	1976
9k41zg38p	Herron, Bonnie L.	`An old ballad monger: Hannah Mores unpublished letters 1798-1827	`An old monger: Hannah Mores letters	1999
9k41zg38p	Herron, Bonnie L.	`An old ballad monger: Hannah Mores unpublished letters 1798-1827	Hannah Mores unpublished letters 1798-1827	1999
2z10ws82t	Eves, Neil Derek.	The effect of hyperoxia on maximal and submaximal exercise with firefighting gear and self-contained breathing apparatus (SCBA)	Hyperoxia and exercise with SCBA	1999
3j3334318	Kansal, Sachin.	Trajectory optimization for flat dynamic systems	Trajectory optimization for dynamic systems	2000
rn301363f	Murphy, Amy Elizabeth.	Extrapituitary pituitary hormones: GH and TSH in tissues of the domestic fowl (gallus domesticus)	Extrapituitary GH and TSH	2002
3j333402t	Onyshko, Peter.	Particle image velocimetry applied to a deflected wall jet	PIV applied to a deflected wall jet	2002
9k41zg87m	McCracken, Kevin William John.	Patterns of intra-urban migration in Edmonton and the residential relocation process	Intra-urban migration in Edmonton.	1973
w0892c67z	Kopac, Daniel S.	General solid-phase approach to the synthesis of chiral triazacycloalkane ligands with stereogenic backbone substituents	Synthesis of chiral triazacycloalkane ligands	2002
rn301398j	Franklin, Jonathon Shaughn Patrick.	Patient satisfaction in Alberta: an empirical analysis	Patient satisfaction, an empirical analysis.	2001
rn301370v	Xiang, Wei.	Law and privatization: global experiences and their application to China	Global experiences and their application to China	2002
m613n0519	Pauls, Sydney Robert	An examination of the relationships between First Nation schools and departments of education in Alberta, Saskatchewan and Manitoba	First Nation schools & departments of education.	1996
j9602308z	Ciccocioppo, Anna-Lisa.	Themes in the career decision-making of undergraduate women in science	Career decision-making of women in science.	1999
jw827d446	Koke, Joseph R.	A study of the morphology and function of mesosomes in Neurospora crassa	Mesosomes in Neurospora crassa.	1971
pv63g270z	Akhtar, Mohammad Mamoon.	Strategic alliance: partnering for success	Partnering for success.	1994
rx913r93r	Begalke, Rose-Aline.	How do mid-life women integrate their faith into the transition of children leaving home?	Integration of faith -- children leaving home	1999
v118rg75w	Foster, Sheri L.	Thyroid hormone response to varying energy availabilities in trained women	Thyroid, energy availability & trained women	1999
pv63g277w	Perley, Mary-Ellen.	Voices for engaging and enriching learning: the interplay of process drama and English	Interplay of process drama and english.	2001
wp988m81m	Asamoah, Stephen Appiah.	Seasonal herbage dynamics and utilization by yearlings on a native aspen parkland riparian landscape in central Alberta	Riparian herbage production and utilization	2002
jw827d49k	Haykowsky, Mark Joseph.	Physiological responses to combined aerobic and resistance training in elderly sedentary males	Aerobic and resistance training in the elderly	1994
cr56n318k	Phillips, Alana Violette.	Vocal communication and mother-pup interactions in the south American fur seal, Arctocephalus australis	Fur seal communication and mother-pup behaviour	1998
rx913s61p	Kornberger, Rhonda L.	Work or welfare: the effect of poverty status on child development	Effect of poverty status on child development	1999
rn301373p	Doubt, Jennifer Christine.	Distribution patterns of moss conservation value with implications for conservation management: a case study of Waterton Lakes National Park	Moss distributionfor conservation management	2001
m613n116x	Kim, Ki-su	The educational theory of John Stuart Mill	Educational theory of J.S. Mill.	1986
pv63g260q	Van Rooijen, Lori Anne.	Library service quality: an unobtrusive investigation of interlibrary loan service in large Canadian academic libraries	Unobtrusive investigation of interlibrary loan service in large Canadian academic libraries	1998
w0892d07q	Bai, Xiao.	Analysis of software measures by self organizing maps	Analysis of software measures by SOM	2001
xd07gw731	Ahunwan, Boniface Uhunmwunarabona.	Contextualising company law: a comparison of Canadian and Nigerian shareholders remedies	Comparison of Canadian and Nigerian shareholders remedies	1998
q237hv236	Stryker, Peter G.	Studies of anthocyanin synthesis in leaves of Prunus virginiana l. melanocarpa (A. Nels.) Sarge. Schubert and Euonymus alatus sieb. compactus	Studies of anthocyanin synthesis in leaves	1976
m613n097x	Kubik, Thomas James.	Evaluation of doubled haploid lines derived from interspecific crosses between Brassica napus and Brassica rapa	Trait introgression between B. napus & B. rapa	1999
xd07gw04m	Wattanasiri, Chamnan.	Cooperatives in rural development: a case study of a group for production credit cooperative in Northeast Thailand	Case study of group for production credit cooperative in Northeast Thailand.	1996
q237hv00w	Coté, Lynn Marie.	Social networks of two caregiver groups: mothers of premature infants and women caregivers of cognitively impaired older adults	Mothers of premature infants and women caregivers of cognitively impaired older adults.	1998
