File_name,Title,Department,Community,Publisher,Creator
grade12diplomae998albe_19,Grade 12 diploma examination. Biology 30 / Jun 1998,Alberta Education. Student Evaluation Branch.,Alberta Education,[Edmonton] : Alberta Education,Alberta. Alberta Education Alberta. Student Evaluation Branch
companynameaddre00albe_2,Company name and address. Numeric list / 1986-06,Alberta Energy. Energy Resources Conservation Board.,Alberta Energy,Calgary : Energy Resources Conservation Board,Alberta. Energy Resources Conservation Board
beefbacon1992v7n15,Beef 'n bacon / 7,Alberta Agriculture and Forestry. Northwest Region.,Alberta Agriculture and Forestry,"Edmonton : Alberta Agriculture, Northwest Region",Alberta. Alberta Agriculture. Northwest Region
occupationalinj2001albe_3,Occupational injuries and diseases in Alberta / 2004,Alberta Labour. Alberta Human Resources and Employment. Alberta Employment and Immigration.,Alberta Labour,"Edmonton : Alberta Human Resources and Employment, Data Development and Evaluation",Alberta. Alberta Human Resources and Employment Alberta. Alberta Employment and Immigration
supportingsafese00albe,"Supporting safe, secure and caring schools in Alberta",Alberta Education. Special Education Branch.,Alberta Education,"Edmonton, AB : Special Education Branch, Alberta Learning",Alberta. Special Education Branch
ahfmrprogramsfin2003albe,AHFMR Programs and Financial Highlights / 2009,Government of Alberta. Alberta Heritage Foundation for Medical Research.,Government of Alberta,Edmonton : The Foundation,Alberta Heritage Foundation for Medical Research
1988highschoolgr00albe,1988 high school graduate survey,Alberta Advanced Education.,Alberta Advanced Education,"[Edmonton, Alta.] : Alberta Advanced Education",Alberta. Alberta Advanced Education
albertawomeninsc00albe,Alberta women in science and technology,Government of Alberta. Premier's Council on Science and Technology.,Government of Alberta,"Edmonton, AB : Premier's Council on Science and Technology",Alberta. Premier's Council on Science and Technology
provincialreport01albe_2,Provincial report / 1,Alberta Education. Student Evaluation Branch. Student Evaluation and Records.,Alberta Education,"[Alberta] : Alberta Education, Student Evaluation and Records",Alberta. Student Evaluation and Records
evaluationreport00wild_0,Evaluation report of the provisions for gifted and talented in Calgary Board of Education,Alberta Education.,Alberta Education,"[Edmonton, Alta.] : Alberta Education","Wilde, W. D Sillito, M. T Alberta. Alberta Education"
statusreportalbe1990albe,Status report: Alberta Premier's Council on the Status of Persons with Disabilities / Feb 1990,Alberta Community and Social Services. Premier's Council on the Status of Persons with Disabilities.,Alberta Community and Social Services,[Edmonton] : The Premier's Council,Alberta. Premier's Council on the Status of Persons with Disabilities
survivalvolume1n13albe,"Survival, volume 1 no. 3 1962: Jul.-Aug. / 1 no. 3",Government of Alberta. Alberta Emergency Measures Organization.,Government of Alberta,"Edmonton, Alta. : Alberta Emergency Measures Organization",Alberta Emergency Measures Organization
departmentalexam81albe,"Departmental examinations, 1926",Alberta Education. High School and University Matriculation Examinations Board.,Alberta Education,[Alberta] : High School and University Matriculation Examinations Board,Alberta. High School and University Matriculation Examinations Board
englishlanguagea01albe_19,English language arts 30-1,Alberta Education. Learning Technologies Branch.,Alberta Education,[Edmonton] : Alberta Learning,Alberta. Alberta Learning Learning Technologies Branch Alberta. Alberta Learning
balancingworkfam00lieu_0,Balancing work and family life,Government of Alberta.,Government of Alberta,[Edmonton] : Government of Alberta,"Lieutenant-Governor's Conference--Celebrating Alberta's Families (1990 : Edmonton, Alta.) Woodbury, Mary, 1935- Alberta"
annrepalbopp1989,Annual report / Alberta Opportunity Company / 1989,Government of Alberta. Alberta Opportunity Company.,Government of Alberta,[Edmonton] : Alberta Opportunity Company,Alberta Opportunity Company
art3106albe,Art 31,Alberta Education. Distance Learning.,Alberta Education,,"Alberta. Alberta Education, publisher Alberta. Distance Learning, distributor"
termexaminationj65calg,"Term examination, June, 1922",Government of Alberta. Calgary School Board.,Government of Alberta,[Alberta] : Calgary School Board,Calgary Public School Board
contributionofbo00shie,Contribution of the Bow Corridor rock industry to the Alberta and regional economy,Alberta Economic Development and Trade.,Alberta Economic Development and Trade,"Edmonton, Alta. : PMC Productivity Management Consulting Ltd.","Shields, W. C Alberta. Alberta Economic Development and Trade PMC Productivity Management Consulting Ltd Productivity Management Consulting (PMC)"
leplandactivitsd00albe,Le plan d'activités d'Alberta Learning. 1999/2000 à 2001/2002 / 1999,Alberta Education. Alberta Learning.,Alberta Education,Edmonton : Alberta Learning,Alberta. Alberta Learning
villageofplamond00albe,Village of Plamondon dissolution study : a restructuring option of joining Lakeland County,Alberta Municipal Affairs. Municipal Services Branch.,Alberta Municipal Affairs,"Edmonton : Alberta Municipal Affairs, Local Government Services Division, Municipal Services Branch",Alberta. Municipal Services Branch
quantifyingextre00fles,Quantifying extreme winds in experiments aimed at reducing wind damage to released white spruce understories : final report,Alberta Environment and Parks. Alberta Environmental Protection.,Alberta Environment and Parks,"[Manning, Alta.] : Alberta Environmental Protection","Flesch, Thomas K Wilson, John D Alberta. Alberta Environmental Protection Manning Diversified Forest Products Research Trust Fund"
structuralsubflo00kosh,Structural and subfloor repairs,Alberta Culture and Tourism. Historic Sites and Archives Service.,Alberta Culture and Tourism,"[Edmonton, Alta.] : Alberta Community Development, Historic Sites and Archives Service","Koshman, David Alberta. Historic Sites and Archives Service Alberta Historical Resources Foundation"
campusalbertapol00albe,Campus Alberta : a policy framework,Alberta Education. Alberta Learning.,Alberta Education,"Edmonton, AB : Alberta Learning",Alberta. Alberta Learning
handbookforabori00albe_0,"Handbook for aboriginal mentoring : what, why, how, who?","Alberta Children's Services. Alberta International, Intergovernmental and Aboriginal Relations.",Alberta Children's Services,"[Edmonton, Alta.] : Alberta Children and Youth Services ; Alberta International, Intergovernmental and Aboriginal Relations","Alberta. Alberta Children's Services Alberta. Alberta International, Intergovernmental and Aboriginal Relations"
parksuserstats1995,Park user statistics / 1993,Alberta Environment and Parks. Parks Services. Operations Coordination Branch. Alberta Environmental Protection. Outdoor Recreation & Operation Systems Branch.,Alberta Environment and Parks,"[Edmonton] : Alberta Environmental Protection, Parks Services",Alberta. Parks Services. Operations Coordination Branch Alberta. Alberta Environmental Protection Alberta. Outdoor Recreation & Operation Systems Branch
albertanewslette118albe,"Alberta newsletter, volume 1 no. 18 1955-09 / 1 no. 18","Alberta Economic Development and Trade. Industrial Development Branch,",Alberta Economic Development and Trade,"Edmonton, Alta. : Dept. of Economic Affairs",Alberta. Industrial Development Branch
hairstylistappre00albe_0,Hairstylist : apprenticeship course outline,Alberta Advanced Education. Apprenticeship and Industry Training.,Alberta Advanced Education,"Edmonton, AB : Alberta Advanced Education and Technology",Alberta. Alberta Advanced Education and Technology. Apprenticeship and Industry Training
seriiachytanokdl04turk,Serii͡a chytanok dli͡a rozvitku ukraïnsʹkoï movy,Alberta Education.,Alberta Education,Edmonton : Alberta Education,"Turko, Xenia C Zyp, Hank C. J. M"
mathematics30inf2001albe,"Mathematics 30 information bulletin, diploma examinations program / 2001",Alberta Education. Student Evaluation Branch. Alberta Learning.,Alberta Education,"[Edmonton] : Student Evaluation, Alberta Education",Alberta. Student Evaluation Branch Alberta. Alberta Learning
finalreport00albe_0,Final report,Alberta Education. Committee on Tolerance and Understanding.,Alberta Education,[Edmonton] : The Summit,"Alberta Summit on Justice (1999 : Calgary, Alta.) Alberta Summit on Justice"
agknowledgeoct88,Ag-knowledge : a newsletter for Alberta Agriculture staff / 1988: Oct.,Alberta Agriculture and Forestry. Food and Rural Development.,Alberta Agriculture and Forestry,"Edmonton : Print Media Branch, Alberta Agriculture Edmonton : Publishing Branch, Alberta Agriculture, Food and Rural Development","Alberta. Alberta Agriculture Alberta. Alberta Agriculture, Food and Rural Development"
learningatbeginn00albe,Learning at the beginning of a new millennium : establishing outcomes for the early childhood services to grade 12 Learning system,Alberta Education. Alberta Learning.,Alberta Education,"Edmonton, AB : Alberta Learning, The Review Committee on Outcomes",Alberta. Alberta Learning
grade12diplomae999albe_12,"Grade 12 diploma examination. English 30. Part B, Reading (Multiple choice) / Jun 1999 Question booklet",Alberta Education. Student Evaluation and Records. Student Evaluation Branch.,Alberta Education,[Edmonton] : Alberta Education,Alberta. Alberta Education Alberta. Student Evaluation and Records Alberta. Student Evaluation Branch
occupationalinj2001albe_5,Occupational injuries and diseases in Alberta : Alberta Construction Safety Association industries. Lost-time claims and claim rates / 1999,Alberta Labour. Alberta Human Resources and Employment. Alberta Employment and Immigration.,Alberta Labour,Edmonton : Alberta Human Resources and Employment,Alberta. Alberta Human Resources and Employment Alberta. Alberta Employment and Immigration
painterdecorator00albe,Painter and decorator : apprenticeship course outline,Alberta Advanced Education. Alberta Advanced Education and Technology. Apprenticeship and Industry Training.,Alberta Advanced Education,"Edmonton, AB : Alberta Advanced Education and Technology",Alberta. Alberta Advanced Education and Technology. Apprenticeship and Industry Training
curriculumexpre1200albe_1,Curriculum express for parents. Grade 1 / 2009,Alberta Education.,Alberta Education,Edmonton : Alberta Education,Alberta. Alberta Education
englishlanguagea01albe,English language arts 9,Alberta Education. Learning Technologies Branch.,Alberta Education,Edmonton : Alberta Education,Alberta. Alberta Education Alberta. Learning Technologies Branch
french1004albe,French 10,Alberta Education. Distance Learning.,Alberta Education,,Alberta. Alberta Education Alberta. Distance Learning
withinourborders523albe,"Within our borders, volume 5 no. 23 1953-05-15 / 5 no. 23",Alberta Economic Development and Trade. Dept. of Economic Affairs. Publicity Branch.,Alberta Economic Development and Trade,"Edmonton, Govt. of Alberta",Alberta. Dept. of Economic Affairs. Publicity Branch
oldmanriverdamme00moor_1,"Oldman River Dam : mercury in fish, interim report 1992",Government of Alberta. Alberta Environmental Centre.,Government of Alberta,"Vegreville, Alta. : Alberta Environmental Centre","Moore, J. W Wu, Shaole, 1944- Florence, L. Z. (L. Zack) Alberta Environmental Centre"
taxrecoveryguide00albe,Tax recovery : a guide for Alberta municipalities,Alberta Municipal Affairs. Municipal Services Branch.,Alberta Municipal Affairs,Edmonton : Alta. Municipal Affairs,Alberta. Municipal Services Branch Alberta. Alberta Municipal Affairs
schoolgrantsimpl00albe,School grant simplification and deregulation : report of the school grant simplification and deregulation project,Alberta Education. Financial and Administrative Services.,Alberta Education,"[Edmonton, Alta.] Alberta Education",Alberta. Alberta Education. Financial and Administrative Services
specifiedgasemit00albe_12,Specified gas emitters regulation : quantification protocol for energy efficiency projects / Version 1,Alberta Environment and Parks.,Alberta Environment and Parks,[Edmonton] : Alberta Environment,Alberta. Alberta Environment
albertaprovincia52albe,Alberta provincial electoral division profile :  Calgary -- Elbow,Alberta Treasury Board and Finance.,Alberta Treasury Board and Finance,Edmonton : Alberta Treasury,Alberta. Alberta Treasury
