ia id	catkey	title	subjects
settingdirection00albe_5	4629266	Setting the direction framework : [electronic resource] Government of Alberta response.	Special education--Alberta.--Children with disabilities--Education--Alberta.--Students with disabilities--Education--Alberta.--Education and state--Alberta.;
enviroviews7n4	541520	Environment views. [electronic resource]	Environmental protection--Alberta--Periodicals.--Pollution--Environmental aspects--Alberta--Periodicals.;
livingstoneporcu00albe_0	588302	Livingstone-Porcupine Hills sub-regional integrated resource plan. [electronic resource]	Natural resources--Alberta--Livingstone-Porcupine Hills Planning Area.--Conservation of natural resources--Alberta--Livingstone-Porcupine Hills Planning Area.--Agricultural resources--Alberta--Livingstone-Porcupine Hills Planning Area.--Land use--Alberta--Management.--Water resources development--Alberta--Livingstone-Porcupine Hills Planning Area.--Land use--Alberta--Livingstone-Porcupine Hills Planning Area--Planning.--Regional planning--Alberta--Livingstone-Porcupine Hills Planning Area.--Public lands--Alberta--Recreational use.--Livingstone-Porcupine Hills Planning Area (Alta.);
psublockprojappr198701	1748862	PSU, block and project approvals, monthly update. [electronic resource]	Gas well drilling--Alberta--Statistics.--Oil well drilling--Alberta--Statistics.;
influenceofgrass00odon	832156	Influence of grass weeds on the yield and profitability of field crops in western Canada / [electronic resource] J.T. O'Donovan.	Weeds--Control.--Crop yields.--Canola--Yields.--Barley--Yields.--Wheat--Yields.;
reddeerriverinst00albe	2432562	Red Deer River instream flow needs study / [electronic resource] submitted to: Fisheries Management Division, Alberta Environmental Protection, Cochrane, Alberta.	Fish habitat improvement--Alberta--Red Deer River.--Streamflow--Alberta--Red Deer River.--Fishes--Alberta--Red Deer River.--Fishes--Habitat--Alberta--Red Deer River.--Walleye (Fish)--Gold-eye.--Mountain whitefish.--Brown trout.--Red Deer River (Alta. and Sask.);
guidelinesforrem00albe	2413733	Guidelines for the remediation and disposal of sulphur contaminated solid wastes. [electronic resource]	Gas industry--Alberta--Waste disposal.--Sulfur.--Waste disposal sites--Alberta.;
annualreport1995albe_1	2161896	Annual report / [electronic resource] Alberta Apprenticeship and Industry Training Board.	Alberta Apprenticeship and Industry Training Board--Periodicals.--Apprentices--Alberta--Periodicals.;
proposedperforma00albe	1786749	A proposed performance-based funding mechanism for Alberta's public post-secondary education system / [electronic resource] Alberta Advanced Education and Career Development.	Postsecondary education--Alberta--Finance.--Universities and colleges--Alberta--Finance.--Education, Higher--Alberta--Finance.--Adult education--Alberta--Finance.--Educational accountability--Alberta.;
playspaceplannin00albe_0	975997	Play space planning. [electronic resource]	Playgrounds--Planning.--Outdoor recreation--Planning.--Recreation areas--Alberta--Planning.;
motionpicture88_89	891845	Annual report / [electronic resource] Alberta Motion Picture Development Corporation.	Alberta Motion Picture Development Corporation--Periodicals.--Motion picture industry--Alberta--Finance--Periodicals.;
withinourborders00albe_12	407869	Within our borders. [electronic resource]	Alberta--Periodicals.;
albertasreserves26	479682	Alberta's reserves of crude oil, oil sands, gas, natural gas liquids, and sulphur. [electronic resource]	Petroleum reserves--Alberta--Statistics--Periodicals.--Natural gas reserves--Alberta--Statistics--Periodicals.--Sulfur industry--Alberta--Statistics--Periodicals.--Oil sands industry--Alberta--Reserves.;
coalpreparationr00albe	655960	Coal preparation research in Alberta. [electronic resource]	Coal preparation--Research--Alberta.--Bituminous coal--Research--Alberta.;
springrunoffoutl00albe	1764227	Spring runoff outlook. [electronic resource]	Runoff--Forecasting--Alberta--Periodicals.--Water-supply--Alberta--Forecasting--Periodicals.;
initiatingsuppor00harv	1383123	Initiating and supporting curriculum delivery and implementation : [electronic resource] review of relevant literature / by Harvey Research Ltd.	Curriculum change--Alberta.--Curriculum planning--Alberta.;
aerialreconnaiss00pres_0	2590254	Aerial reconnaissance surveys for piping plover habitat in east-central Alberta, May 2001 / [electronic resource] David R.C. Prescott.	Piping plover--Monitoring--Alberta.--Piping plover--Alberta--Surveys.--Wildlife management--Alberta.--Piping plover--Habitat--Alberta.;
rangeplantcommun00adam_2	3119192	Range plant communities and range health assessment guidelines for the foothills fescue natural subregion of Alberta : [electronic resource] second approximation / prepared by Barry W. Adams ... [et al.].	Range management--Alberta.--Grasslands--Alberta.--Rangelands--Alberta.--Range ecology--Alberta.--Research natural areas--Alberta.--Fescue--Alberta.;
innovativehouapr80	6492284	Innovative Housing Grants Program : [electronic resource] [report summaries] / Alberta Department of Housing.	House construction--Alberta--Periodicals.--Housing--Alberta--Periodicals.;
albertasagricult2000albe	890005	Alberta's agricultural processing industry directory. [electronic resource]	Agricultural processing industries--Alberta--Directories.--Food industry and trade--Alberta--Directories.;
repaudalbapr2009	4136168	Report of the Auditor General of Alberta. [electronic resource]	Finance, Public--Alberta--Accounting--Periodicals.;
crimsonlakewater00swan	3862749	Crimson Lake water quality monitoring report : [electronic resource] provincial parks lake monitoring program / prepared by Heidi Swanson & Ron Zurawell.	Water quality--Alberta--Crimson Lake.--Lakes--Alberta--Monitoring.--Provincial parks and reserves--Alberta--Monitoring.--Crimson Lake (Alta.)--Crimson Lake Provincial Park (Alta.);
	7065100		;
consensusofcosts00baie_0	782423	Consensus of costs and returns for fababeans, barley, canola and wheat in the Morinville district / [electronic resource] by Bill Baier.	Fava bean--Alberta--Morinville Region.--Barley--Alberta--Morinville Region.--Canola--Alberta--Morinville Region.--Wheat--Alberta--Morinville Region.;
permnoer93no1_2	6356993	Permit no. [electronic resource]	Natural gas--Alberta.--Natural gas pipelines--Alberta.--Coal mines and mining--Alberta.;
permno88no321_336	6356993	Permit no. [electronic resource]	Natural gas--Alberta.--Natural gas pipelines--Alberta.--Coal mines and mining--Alberta.;
investigationint00alle	970948	An investigation into the use of biological agents for the control of aquatic plant growth in irrigation systems in Alberta / [electronic resource] by E. Ashley Dale Allen.	Aquatic weeds--Alberta--Biological control.--Aquatic plants--Alberta--Biological control.--Irrigation canals and flumes--Alberta.;
departmentalexamalbe_2	1944032	Departmental examinations, grade IX, 1965. [electronic resource]	Examinations--Alberta--Questions.;
annrepalbopp1989	444617	Annual report. [electronic resource]	Alberta Opportunity Company--Periodicals.--Economic assistance, Domestic--Alberta--Periodicals.;
frenchassecondla00albe_1	2129242	French as a second language : [electronic resource] placement instruments for senior high school courses.	French language--Study and teaching--Alberta--Foreign speakers.--French language--Study and teaching as a second language--Alberta.--Educational tests and measurements--Alberta.;
diplomaexaminat1994albe_0	796097	Diploma examinations program. General information bulletin. [electronic resource]	Twelfth grade (Education)--Alberta--Examinations--Periodicals.--Education, Secondary--Alberta--Examinations--Periodicals.--Examinations--Alberta--Periodicals.;
impactofreformst00chau	951284	Impact of reforms to the statutory rates on trucking / [electronic resource] by G. Nabi Chaudhary.	Grain--Transportation--Costs.--Grain trade--Prairie Provinces.--Trucking--Prairie Provinces--Costs.;
familyviolenceprev97v10n1	805384	Focus : [electronic resource] family violence prevention.	Family violence--Alberta--Periodicals.--Child abuse--Alberta--Periodicals.--Wife abuse--Alberta--Periodicals.--Abused elderly--Alberta--Periodicals.;
scientificactivi1988stat	591134	Scientific activities of the Government of Alberta. Survey results / [electronic resource] a report prepared by Science, Technology and Capital Stock Division, Statistics Canada.	Research--Alberta--Statistics--Periodicals.--Research grants--Alberta--Statistics--Periodicals.--Technology--Alberta--Statistics--Periodicals.;
inventorymonitor00erns_0	2672219	Inventory and monitoring protocol for naturally occurring western blue flag (Iris missouriensis) in Alberta / [electronic resource] Reg Ernst.	Irises (Plants)--Alberta--Surveys.--Irises (Plants)--Alberta--Management.--Endangered species--Alberta.--Rare plants--Alberta.;
physics30diplom1999albe_0	797849	Physics 30 diploma examination results. [electronic resource]	Physics--Alberta--Examinations--Statistics--Periodicals.--Examinations--Alberta--Statistics--Periodicals.;
specifiedgasemit00albe_22	4072137	Specified gas emitters regulation : [electronic resource] quantification protocol for enhanced oil recovery - streamlined.	Climatic changes--Alberta--Monitoring.--Greenhouse gases--Monitoring--Alberta.--Greenhouse gases--Alberta.--Secondary recovery of oil--Alberta.;
albertasecuritie00mcco	954987	The Alberta securities commission: discussion paper / [electronic resource] submitted by: the Honourable Elaine J. McCoy.	Alberta Securities Commission.--Securities--Alberta.--Corporation law--Alberta.;
trainingmanualfo04albe	1734593	Training manual for drivers of the disabled in Alberta. [electronic resource]	Automobile driver education--Alberta--Handbooks, manuals, etc.--People with disabilities--Transportation--Alberta.--People with disabilities--Travel--Alberta.;
companynameaddre00albe_6	6377350	Company name and address. Numeric list. [electronic resource]	Petroleum industry and trade--Alberta--Directories.;
energyresources1990510	1996768	Informational letter / [electronic resource] ERCB.	Alberta.--Energy Resources Conservation Board--Periodicals.--Power resources--Alberta--Periodicals.--Petroleum industry and trade--Alberta--Periodicals.--Natural gas--Alberta--Periodicals.;
historyofstreamp00bout	1829916	A history of stream pollution assessment and control, North Saskatchewan River, 1950's to 1980's / [electronic resource] by P.H. Bouthillier.	Water--Pollution--Alberta--North Saskatchewan River.--Water quality--Alberta--North Saskatchewan River.--North Saskatchewan River (Alta. and Sask.);
economicdevelopm00nort_0	1558936	Economic development opportunities in northern Alberta : [electronic resource] overview report / a study prepared by Currie, Coopers and Lybrand Management Consultants in association with J.F.T. Scott & Associates	Economic development projects--Alberta, Northern.--Alberta, Northern--Economic policy.--Alberta, Northern--Economic conditions.;
essentialcompone00albe_1	3453599	Essential components of educational programming for students who are blind or visually impaired. [electronic resource]	Blind children--Education--Alberta.--Problem children--Education--Alberta.--Children with visual disabilities--Study and teaching--Alberta.--Special education--Alberta--Handbooks, manuals, etc.--Special education--Alberta--Curricula.;
examenenvuedudip00albe_35	1726717	Examen en vue du diplôme douzième année. Biologie 30. [electronic resource]	Biologie--Alberta--Examens.--Douzième année (Éducation)--Alberta--Examens.;
grade12diplomae1985albe_3	1761209	Grade 12 diploma examination. English 33. Part B, Reading (Multiple choice). [electronic resource]	English language--Alberta--Examinations, questions, etc.--Periodicals.--English literature--Alberta--Examinations, questions, etc.--Periodicals.--Twelfth grade (Education)--Alberta--Examinations--Periodicals.--Examinations--Alberta--Periodicals.;
managementinform00albe	2836749	Management information reporting, 2000-01 data analysis : [electronic resource] for special education, English as a Second Language (ESL), Early Literacy Initiative (ELI), and Technology Integration Funding (TIF)	Educational evaluation--Alberta.--Educational tests and measurements--Alberta.--Educational innovations--Alberta.--Students--Rating of--Alberta.--Special education--Alberta--Statistics.--Exceptional children--Alberta.;
