Column 1	matched_ID	ID	score (0.8)	Column 2	Column 3	Column 4	blank
O'Connell, Fergus	30576665	305766651	1	Person		http://example.org/6809296#Agent100-18	
Scanes, C. G	79186386	79186386;;110496730	0.9230769231	Person		http://example.org/6659738#Agent700-33	
Williams, Joseph M				Person		http://example.org/6755115#Agent100-16	
Bizup, Joseph, 1966-	7011144	70111440	1	Person		http://example.org/6755115#Agent700-33	
McQueen, Paddy, 1983-	12230977	122309774	1	Person		http://example.org/6802776#Agent100-18	
Reiter, Michael D	312148995804160000000	312148995804159750363;	1	Person		http://example.org/6785949#Agent100-19	
Crome, Ilana B	271923247	271923247;245237796	0.9333333333	Person		http://example.org/6773340#Agent700-38	
Wu, Li-Tzy	1659354	16593544	1	Person		http://example.org/6773340#Agent700-39	
Rao, Rahul	261949970		1	Person		http://example.org/6773340#Agent700-40	
Crome, Peter	262049507		0.9230769231	Person		http://example.org/6773340#Agent700-41	
Fischer, János				Person		http://example.org/6812159#Agent700-30	
Rotella, David P	10797496	107974963	0.9411764706	Person		http://example.org/6812159#Agent700-31	
Pepping, Mary	677757	6777579;6595149068419165730005;187731210	1	Person		http://example.org/6811951#Agent100-18	
Harper, Frédéric				Person		http://example.org/6808896#Agent100-16	
Morrissey, Mary Beth Quaranta	30982330	309823301	1	Person		http://example.org/6713881#Agent100-17	
Gutiérrez-Jones, Carlos	145149366552486000000	145149366552485602942;	0.9130434783	Person		http://example.org/6849310#Agent100-14	
Erbacher, Terri A	30982223	309822234	0.9444444444	Person		http://example.org/6798483#Agent100-21	
Singer, Jonathan B	30982223		0.9473684211	Person		http://example.org/6798483#Agent700-39	
Poland, Scott	646921	6469215	1	Person		http://example.org/6798483#Agent700-40	
Mukherji, Gargi	31145705	311457052	1	Person		http://example.org/6858973#Agent100-18	
Savage, Stephen, 1965-	8575875	85758759	0.8461538462	Person		http://example.org/6786608#Agent100-15	
Rudrum, David, 1974-	2982738	29827380	0.8333333333	Person		http://example.org/6755117#Agent700-37	
Stavris, Nicholas	31598786	315987862	1	Person		http://example.org/6755117#Agent700-38	
Iyer, Ananth V	19282094	192820941	0.9333333333	Person		http://example.org/6800033#Agent100-15	
Cecere, Lora M	273856890	273856890;295059546	0.9333333333	Person		http://example.org/6813600#Agent100-20	
Schlegel, Gregory L	357144783056316000000	357144783056316001542;317088015	0.95	Person		http://example.org/6813614#Agent100-19	
Trent, Robert J	270841807	270841807;;	0.9375	Person		http://example.org/6813614#Agent700-32	
Owens, Tuppy, 1944-	3654105	36541051	1	Person		http://example.org/6774170#Agent100-18	
De Than, Claire	31680584	316805840	1	Person		http://example.org/6774170#Agent700-32	
Raymond, Sally	14258974		0.9333333333	Person		http://example.org/6765843#Agent100-19	
Koch, Norbert, 1971 June 20-	30189064	301890642	1	Person		http://example.org/6812827#Agent700-44	
Foti, Sebastiano	30823138	308231382;566145662620205030871	1	Person		http://example.org/6802716#Agent100-19	
Magnini, Vincent P	10733726	107337269	0.9473684211	Person		http://example.org/6714812#Agent100-16	
Towne, Stephen E., 1961-	2159014	21590144	1	Person		http://example.org/6804961#Agent100-22	
Wright, David, 1948 December 10-	10359249	103592497	1	Person		http://example.org/6788252#Agent700-32	
Kreissl, Reinhard	6487404	64874049	1	Person		http://example.org/6788252#Agent700-33	
Kavanagh, Barry F	4697693	46976934	0.9444444444	Person		http://example.org/6719975#Agent100-15	
Slattery, Dianne Kay, 1958-	26545880	265458809	1	Person		http://example.org/6719975#Agent700-27	
Smith, Gráinne, 1945-	4874920	48749208	0.9523809524	Person		http://example.org/6768625#Agent100-26	
Smith, Gráinne, 1945- 	4874920	48749208	0.9523809524	Person		http://example.org/6710625#Agent100-19	
Rudestam, Kjell Erik	6671006	66710060;4604149544595600490005;311032843	1	Person		http://example.org/6713823#Agent100-18	
Newton, Rae R	36109301	36109301;106945337;305920861	0.9285714286	Person		http://example.org/6713823#Agent700-33	
Gold, Joel (Joel Todd)	30823123	308231230	1	Person		http://example.org/6785901#Agent100-11	
Gold, Ian, 1962-	3678983	36789832	1	Person		http://example.org/6785901#Agent700-26	
Cahalan, Susannah	189614894790205000000	1.89614894790205E+021	1	Person		http://example.org/6785901#Agent700-27	
Cohen, Steven, 1953 September 6-	1101836	11018368	1	Person		http://example.org/6811210#Agent100-23	
Eimicke, William B	2692623	26926236	0.9473684211	Person		http://example.org/6811210#Agent700-38	
Miller, Allison	8019748		1	Person		http://example.org/6811210#Agent700-39	
Kopnina, Helen	316661941	316661941;119093678	1	Person		http://example.org/6711123#Agent100-21	
Blewitt, John, 1957-	2890440	28904400	0.8333333333	Person		http://example.org/6711123#Agent700-37	
Syse, Karen Lykke	26308781	263087816;311459896	1	Person		http://example.org/6807513#Agent700-34	
Mueller, Martin Lee	31145989	311459897;7191150033005711180006	1	Person		http://example.org/6807513#Agent700-35	
Balisacan, A. M	260825637	260825637;	0.9375	Person		http://example.org/6752375#Agent700-28	
Chakravorty, Ujjayant	7586687	75866876;214239573;210137720	1	Person		http://example.org/6752375#Agent700-29	
Ravago, Majah-Leah	164145911121727000000	164145911121727060801;198137596;7722149368856785980008	0.8571428571	Person		http://example.org/6752375#Agent700-30	
Farley, Jennifer	98514464770614600000	985144647706146474993;;	1	Person		http://example.org/6734459#Agent100-24	
Hill, Colleen, 1982-	28208207	282082073	1	Person		http://example.org/6734459#Agent700-36	
Gardetti, Miguel Ángel	30977781	309777814	0.9545454545	Person		http://example.org/6803247#Agent700-26	
Torres, Ana Laura	30742115	307421158;;	1	Person		http://example.org/6803247#Agent700-27	
Goyal, Megh Raj	3333651	33336511;;596146997256318891188	1	Person		http://example.org/6677765#Agent700-30	
Goyal, Megh Raj	3333651	33336511;;596146997256318891188	1	Person		http://example.org/6657845#Agent700-29	
Yong, R. N. (Raymond Nen)	7638578	76385781;;279161037	1	Person		http://example.org/6712196#Agent100-14	
Mulligan, Catherine N	51027805		0.9545454545	Person		http://example.org/6712196#Agent700-32	
Fukue, Masaharu	2836235	28362359	0.9375	Person		http://example.org/6712196#Agent700-33	
Goyal, Megh Raj	3333651	33336511;;596146997256318891188	1	Person		http://example.org/6677764#Agent700-29	
International Conference on Sustainable Watershed Management (2nd : 2014 : Sarigerme, Turkey)				Meeting		http://example.org/6712246#Agent111-14	
Gönenç, I. Ethem	15958885			Person		http://example.org/6712246#Agent700-28	
Wolflin, John P	27940677	279406779	0.9375	Person		http://example.org/6712246#Agent700-29	
Russo, Rosemarie C	5541797	55417971	0.9473684211	Person		http://example.org/6712246#Agent700-30	
International Conference on Sustainable Watershed Management				Meeting		http://example.org/6712246#Agent711-31	
Rawson, Claude	2216308	22163086;;	1	Person		http://example.org/6849260#Agent100-14	
Swift, Jonathan, 1667-1745	14777110	14777110;;	0.962962963	Person		http://example.org/6849260#Agent600-25	
Manning, Jon	170379206		0.9230769231	Person		http://example.org/6784351#Agent100-16	
Buttfield-Addison, Paris	223714929618928000000	2.23714929618928E+021	1	Person		http://example.org/6784351#Agent700-30	
Nugent, Tim	9862149296301280000000	9862149296301280670000;313251274	1	Person		http://example.org/6784351#Agent700-31	
Bennett, Gary				Person		http://example.org/6809263#Agent100-16	
Lees, Brad	13213150		1	Person		http://example.org/6809263#Agent700-31	
Deitel, Paul J	270830438	270830438;	1	Person		http://example.org/6808782#Agent100-18	
Deitel, Harvey M., 1945-	10940456	109404569	0.8571428571	Person		http://example.org/6808782#Agent700-35	
Kelly, Maurice (Computer software developer)	30520840	305208407	1	Person		http://example.org/6784655#Agent100-18	
Gibson, Robert A	91067738		0.9411764706	Person		http://example.org/6809310#Agent100-16	
Smeets, Rene Peter Paul	19849478	198494786	0.9583333333	Person		http://example.org/6774299#Agent100-18	
Van der Sluis, Lou	2428150264371210000000	2428150264371205860007;	1	Person		http://example.org/6774299#Agent700-32	
Kapetanovic, Mirsad	30875637	308756374	1	Person		http://example.org/6774299#Agent700-33	
Peelo, David F	30527610	305276105	0.9333333333	Person		http://example.org/6774299#Agent700-34	
Janssen, Anton				Person		http://example.org/6774299#Agent700-35	
Wynter, Sylvia	1637830	16378309;103149196610374792727	1	Person		http://example.org/6813058#Agent600-29	
McKittrick, Katherine	434705	4347059;315097288;310591905	1	Person		http://example.org/6813058#Agent700-35	
Arrigo, Daniel J. (Daniel Joseph), 1960-	10517094	105170947	1	Person		http://example.org/6802902#Agent100-20	
Stark, Margaret	3462771		1	Person		http://example.org/6697968#Agent100-19	
Payne-James, Jason	33146030512735900000	33146030512735860107;114070092	1	Person		http://example.org/6697968#Agent700-34	
Scott-Ham, Michael	30743519	307435193	1	Person		http://example.org/6697968#Agent700-35	
Stern, Scott D. C	1451191	14511913	0.8823529412	Person		http://example.org/6713913#Agent100-14	
Cifu, Adam S	31736969	31736969;26145602349701360986;9145304693978610228	0.9230769231	Person		http://example.org/6713913#Agent700-30	
Altkorn, Diane	2188326	21883265	0.9333333333	Person		http://example.org/6713913#Agent700-31	
Nabeshima, Tatsuya	31061792		1	Person		http://example.org/6786222#Agent700-27	
Nabeshima, Tatsuya	31061792		1	Person		http://example.org/6811145#Agent700-31	
Mohseni, Kamran	30981941	309819414	1	Person		http://example.org/6712178#Agent700-27	
Mittal, Rajat	30981941	309819416	1	Person		http://example.org/6712178#Agent700-28	
Mohseni, Kamran	30981941	309819414	1	Person		http://example.org/6798635#Agent700-29	
Mittal, Rajat	30981941	309819416	1	Person		http://example.org/6798635#Agent700-30	
Hinnebusch, Raymond A	7737927	77379279	0.9545454545	Person		http://example.org/6849987#Agent700-28	
Zintl, Tina	8987806	89878062	1	Person		http://example.org/6849987#Agent700-29	
Meyler, Kerrie	313453357	313453357;315700604	1	Person		http://example.org/6752506#Agent100-18	
Bengtsson, Anders	7136028	71360286	1	Person		http://example.org/6752506#Agent700-34	
Bahr, Nicholas J	23371847	233718479	0.9411764706	Person		http://example.org/6786187#Agent100-14	
Palsson, Bernhard	3709146	37091465;116770259	1	Person		http://example.org/6800009#Agent100-19	
Aubry, Jean-Francois				Person		http://example.org/6812147#Agent100-23	
Brinzei, Nicolae	20389373	203893737	0.9411764706	Person		http://example.org/6812147#Agent700-40	
Cloutier, Robert	103729111		1	Person		http://example.org/6812794#Agent100-14	
Baldwin, Clifton	31061380	310613804;315574453;150145857871923021499	1	Person		http://example.org/6812794#Agent700-29	
Bone, Mary Alice	31061380	310613805	1	Person		http://example.org/6812794#Agent700-30	
Gradshteĭn, I. S. (Izrailʹ Solomonovich)	2040546	20405466;	1	Person		http://example.org/6811982#Agent100-22	
Ryzhik, I. M. (Iosif Moiseevich)	1528652	15286520;108415610;275672103	1	Person		http://example.org/6811982#Agent700-37	
Zwillinger, Daniel, 1957-	11010331	110103315	0.8620689655	Person		http://example.org/6811982#Agent700-38	
Moll, Victor H., 1956-	4208024	42080243;	1	Person		http://example.org/6811982#Agent700-39	
Scripta Technica, inc				Organization		http://example.org/6811982#Agent710-40	
An, Heejung, 1970-	30823209	308232091	1	Person		http://example.org/6752947#Agent700-36	
Alon, Sandra, 1949-	30823209	308232093	1	Person		http://example.org/6752947#Agent700-37	
Fuentes, David, 1978-	30823209	308232094	1	Person		http://example.org/6752947#Agent700-38	
Warner, Alan				Person		http://example.org/6786680#Agent100-17	
Can (Musical group)				Organization		http://example.org/6786680#Agent610-29	
Can (Musical group)				Organization		http://example.org/6786680#Agent610-30	
Elleman, Bruce A., 1959-	121114585704662000000	1.21114585704662E+021	0.9583333333	Person		http://example.org/6797062#Agent100-22	
United States. Navy. Fleet, 7th				Jurisdiction		http://example.org/6797062#Agent610-35	
Glitschka, Von	309862578	309862578;285201052	1	Person		http://example.org/6784495#Agent100-18	
Lembeck, Harry, 1944-	31061426	310614260	1	Person		http://example.org/6812613#Agent100-18	
Foraker, Joseph Benson, 1846-1917	3364803	33648036	1	Person		http://example.org/6812613#Agent600-29	
Roosevelt, Theodore, 1858-1919	44346731	44346731;;	0.9666666667	Person		http://example.org/6812613#Agent600-30	
United States. Army. Infantry Regiment, 25th				Jurisdiction		http://example.org/6812613#Agent610-31	
Manuel, Peter, 1952-				Person		http://example.org/6807424#Agent100-22	
Mackiewicz, Jo	10795372	107953728	1	Person		http://example.org/6783877#Agent100-22	
Kramer Thompson, Isabelle				Person		http://example.org/6783877#Agent700-35	
Mackiewicz, Jo	10795372	107953728	1	Person		http://example.org/6796391#Agent100-24	
Thompson, Isabelle Kramer, 1950-	153803	1538034	1	Person		http://example.org/6796391#Agent700-41	
Murphy, Robert C				Person		http://example.org/6812839#Agent100-28	
Smith, Mike, 1966-	30875664		1	Person		http://example.org/6765428#Agent100-20	
Amani, Gerard Mutabazi				Person		http://example.org/6783530#Agent100-8	
Amani, Gerard Mutabazi				Person		http://example.org/6783530#Agent600-19	
Murdock, M. Casey	30745296	307452967;306288252	1	Person		http://example.org/6784534#Agent100-17	
Lynn, Pamela (Pamela Barbara), 1961-	27098129	270981292	1	Person		http://example.org/6775974#Agent100-21	
Wong, Mei-Yee	31348788	313487880	1	Person		http://example.org/6799434#Agent100-22	
Younie, Sarah, 1967-	3639005	36390050	1	Person		http://example.org/6765800#Agent700-36	
Leask, Marilyn, 1950-	6918490	69184904	1	Person		http://example.org/6765800#Agent700-37	
Burden, Kevin	17000094	170000943	1	Person		http://example.org/6765800#Agent700-38	
Maguire-Fong, Mary Jane	31177044	311770440	1	Person		http://example.org/6774970#Agent100-19	
Lally, J. Ronald (John Ronald)	27929560	279295606;116305310;38313574	1	Person		http://example.org/6774970#Agent700-29	
Brazelton, T. Berry, 1918-	10206541	102065416;;	1	Person		http://example.org/6774970#Agent700-30	
Tronick, Edward	9274873	92748731;106415542;	1	Person		http://example.org/6774970#Agent700-31	
Lever-Duffy, Judy	4636816	46368167;161060233	1	Person		http://example.org/6775041#Agent100-18	
McDonald, Jean B	68294641		0.9411764706	Person		http://example.org/6775041#Agent700-36	
Behmand, Mojgan	30747355	307473558;210090642;	1	Person		http://example.org/6802820#Agent700-36	
Burke, Thomas, 1957-	16242298	162422984	1	Person		http://example.org/6802820#Agent700-37	
Simon, Richard B., 1971-	30747355	307473554	1	Person		http://example.org/6802820#Agent700-38	
Li, Hui, 1968 September 28-	17313637	173136373	1	Person		http://example.org/6704038#Agent100-19	
Fernback, Jan, 1964-	31145829	311458296	1	Person		http://example.org/6802164#Agent100-22	
Ogunyemi, Kemi	31260312	312603120;299455933	1	Person		http://example.org/6800034#Agent100-16	
Beghetto, Ronald A., 1969-	16373601	163736018	0.8666666667	Person		http://example.org/6808247#Agent100-19	
Kaufman, James C	766270	7662707	0.9411764706	Person		http://example.org/6808247#Agent700-31	
Baer, John, 1948-	34783529		1	Person		http://example.org/6808247#Agent700-32	
Sternberg, Robert J	108476906	108476906;	0.95	Person		http://example.org/6808247#Agent700-33	
Giovanelli, Marcello	9973098	99730989	1	Person		http://example.org/6773197#Agent100-22	
Klingner, Janette K	24899405	24899405;65155929	0.95	Person		http://example.org/6849748#Agent100-16	
Vaughn, Sharon, 1952-	26486847	264868477	0.84	Person		http://example.org/6849748#Agent700-33	
Boardman, Alison	230114778675097000000	2.30114778675097E+021	1	Person		http://example.org/6849748#Agent700-34	
Teo, Tang Wee	30982901	309829018	1	Person		http://example.org/6804831#Agent700-32	
Khoh, Rong Lun				Person		http://example.org/6804831#Agent700-33	
DeYoung, Sandra	2348475	23484758;;114647935	1	Person		http://example.org/6701752#Agent100-16	
Thoms, Frank, 1938-	31176768	311767687	1	Person		http://example.org/6786468#Agent100-18	
Zanartu, Carol Robinson	30742113	307421136	1	Person		http://example.org/6601651#Agent100-15	
Upton, Julia (Julia Rose)	30875420	308754207	1	Person		http://example.org/6786509#Agent100-21	
