LC	LC-ID	ID	Value	ID1	LC-P	LCP-ID	Column 2	Column 3	Column 4	blank
Tecklin, Jan Stephen	http://id.loc.gov/authorities/names/n84111749	http://id.loc.gov/authorities/names/n84111749	Tecklin, Jan Stephen	http://id.loc.gov/authorities/names/n84111749	Tecklin, Jan Stephen.	n84111749	Person		http://example.org/6679367#Agent700-35	
Rabinowitz, Ronald	http://id.loc.gov/authorities/names/n2015184074	http://id.loc.gov/authorities/names/n2015184074	Rabinowitz, Ronald	http://id.loc.gov/authorities/names/n2015184074	Rabinowitz, Ronald	n2015184074	Person		http://example.org/6791930#Agent700-31	
Hulbert, William C.	http://id.loc.gov/authorities/names/n2015184075	http://id.loc.gov/authorities/names/n2015184075	Hulbert, William C.	http://id.loc.gov/authorities/names/n2015184075	Hulbert, William C.	n2015184075	Person		http://example.org/6791930#Agent700-32	
Mevorach, Robert A.	http://id.loc.gov/authorities/names/n2015184077	http://id.loc.gov/authorities/names/n2015184077	Mevorach, Robert A.	http://id.loc.gov/authorities/names/n2015184077	Mevorach, Robert A.	n2015184077	Person		http://example.org/6791930#Agent700-33	
Colpitts, George, 1964-	http://id.loc.gov/authorities/names/no2003010186	http://id.loc.gov/authorities/names/no2003010186	Colpitts, George, 1964-	http://id.loc.gov/authorities/names/no2003010186	Colpitts, George, 1964-....	no2003010186	Person		http://example.org/6759885#Agent100-21	
Muniz, Joseph	http://id.loc.gov/authorities/names/no2014045236	http://id.loc.gov/authorities/names/no2014045236	Muniz, Joseph	http://id.loc.gov/authorities/names/no2014045236	Muniz, Joseph.	no2014045236	Person		http://example.org/6809478#Agent100-18	
Hart, Keith		n81114662	Hart, Keith	http://id.loc.gov/authorities/names/n81114662	Hart, Keith	n81114662	Person		http://example.org/6786624#Agent700-36	
Sharp, John (John S.)	http://id.loc.gov/authorities/names/n88167624	http://id.loc.gov/authorities/names/n88167624	Sharp, John (John S.)	http://id.loc.gov/authorities/names/n88167624	Sharp, John (John S.)		Person		http://example.org/6786624#Agent700-37	
Akçapar, Burak	http://id.loc.gov/authorities/names/nr98010434	http://id.loc.gov/authorities/names/nr98010434	Akçapar, Burak	http://id.loc.gov/authorities/names/nr98010434	Akçapar, Burak	nr98010434	Person		http://example.org/6799296#Agent100-16	
Ansari, M. A. (Mukhtar Ahmad), 1880-1936	http://id.loc.gov/authorities/names/n85103302	http://id.loc.gov/authorities/names/n85103302	Ansari, M. A. (Mukhtar Ahmad), 1880-1936	http://id.loc.gov/authorities/names/n85103302	Ansari, M. A. (Mukhtar Ahmad), 1880-1936	n85103302	Person		http://example.org/6799296#Agent600-28	
Jackson, Sonia	http://id.loc.gov/authorities/names/n93020531	http://id.loc.gov/authorities/names/n93020531	Jackson, Sonia	http://id.loc.gov/authorities/names/n93020531	Jackson, Sonia.	n93020531	Person		http://example.org/6701748#Agent100-24	
Forbes, Ruth	http://id.loc.gov/authorities/names/no2004096958	http://id.loc.gov/authorities/names/no2004096958	Forbes, Ruth	http://id.loc.gov/authorities/names/no2004096958	Forbes, Ruth,		Person		http://example.org/6701748#Agent700-38	
Dunn, Ben M.	http://id.loc.gov/authorities/names/n88211944	http://id.loc.gov/authorities/names/n88211944	Dunn, Ben M.	http://id.loc.gov/authorities/names/n88211944	Dunn, Ben M.	n88211944	Person		http://example.org/6855788#Agent700-37	
Stokes, Dustin	http://id.loc.gov/authorities/names/n2014035833	http://id.loc.gov/authorities/names/n2014035833	Stokes, Dustin	http://id.loc.gov/authorities/names/n2014035833	Stokes, Dustin	n2014035833	Person		http://example.org/6807344#Agent700-31	
Colleary, Susanne, 1970-	http://id.loc.gov/authorities/names/n2014064321	http://id.loc.gov/authorities/names/n2014064321	Colleary, Susanne, 1970-	http://id.loc.gov/authorities/names/n2014064321	Colleary, Susanne, 1970-	n2014064321	Person		http://example.org/6811221#Agent100-18	
Chen, Ken, 1948-	http://id.loc.gov/authorities/names/nr94012774	http://id.loc.gov/authorities/names/nr94012774	Chen, Ken	http://id.loc.gov/authorities/names/n82228158	Chen, Ken,		Person		http://example.org/6812143#Agent100-23	
Arnaboldi, Michela			Arnaboldi, Michela		Arnaboldi, Michela.		Person		http://example.org/6752558#Agent100-18	
Azzone, Giovanni			Azzone, Giovanni	http://id.loc.gov/authorities/names/n93049035	Azzone, Giovanni.		Person		http://example.org/6752558#Agent700-32	
Giorgino, Marco			Giorgino, Marco		Giorgino, Marco.		Person		http://example.org/6752558#Agent700-33	
Giordano, Anthony David			Giordano, Anthony, 1959-	http://id.loc.gov/authorities/names/n2010071810	Giordano, Anthony David.		Person		http://example.org/6712292#Agent100-18	
Alpher, Joseph		n85018793	Alpher, Joseph	http://id.loc.gov/authorities/names/n85018793	Alpher, Joseph.	n85018793	Person		http://example.org/6813441#Agent100-22	
Quigley, Ellie	http://id.loc.gov/authorities/names/n94077848	http://id.loc.gov/authorities/names/n94077848	Quigley, Ellie	http://id.loc.gov/authorities/names/n94077848	Quigley, Ellie.	n94077848	Person		http://example.org/6809265#Agent100-18	
Naidu, R.	http://id.loc.gov/authorities/names/n95122177	http://id.loc.gov/authorities/names/n95122177	Naidu, R.	http://id.loc.gov/authorities/names/n95122177	Naidu, R.	n95122177	Person		http://example.org/6786244#Agent700-28	
Birke, Volker.	http://id.loc.gov/authorities/names/n2015010139	http://id.loc.gov/authorities/names/n2015010139	Birke, Volker.	http://id.loc.gov/authorities/names/n2015010139	Birke, Volker.	n2015010139	Person		http://example.org/6786244#Agent700-29	
Oshana, Marina, 1957-	http://id.loc.gov/authorities/names/n2006019359	http://id.loc.gov/authorities/names/n2006019359	Oshana, Marina, 1957-	http://id.loc.gov/authorities/names/n2006019359	Oshana, Marina, 1957-....	n2006019359	Person		http://example.org/6802746#Agent700-32	
DeSalvo, Louise A., 1942-	http://id.loc.gov/authorities/names/n79067619	http://id.loc.gov/authorities/names/n79067619	DeSalvo, Louise A., 1942-	http://id.loc.gov/authorities/names/n79067619	DeSalvo, Louise A., 1942-		Person		http://example.org/6775864#Agent600-28	
Caronia, Nancy	http://id.loc.gov/authorities/names/n2014053020	http://id.loc.gov/authorities/names/n2014053020	Caronia, Nancy	http://id.loc.gov/authorities/names/n2014053020	Caronia, Nancy	n2014053020	Person		http://example.org/6775864#Agent700-29	
Giunta, Edvige	http://id.loc.gov/authorities/names/n98101232	http://id.loc.gov/authorities/names/n98101232	Giunta, Edvige	http://id.loc.gov/authorities/names/n98101232	Giunta, Edvige	n98101232	Person		http://example.org/6775864#Agent700-30	
Huprich, Steven Ken, 1966-	http://id.loc.gov/authorities/names/no94035894	http://id.loc.gov/authorities/names/no94035894	Huprich, Steven Ken, 1966-	http://id.loc.gov/authorities/names/no94035894	Huprich, Steven Ken, 1966-....	no94035894	Person		http://example.org/6805209#Agent700-38	
American Psychological Association	http://id.loc.gov/authorities/names/n80126082	http://id.loc.gov/authorities/names/n80126082	American Psychological Association	http://id.loc.gov/authorities/names/n80126082	American Psychological Association,		Organization		http://example.org/6805209#Agent710-39	
Paricio, Jorge		ns2015001035	Paricio, Jorge	http://id.loc.gov/authorities/names/ns2015001035	Paricio, Jorge	ns2015001035	Person		http://example.org/6752423#Agent100-18	
Kommers, Piet A. M.	http://id.loc.gov/authorities/names/n91121268	http://id.loc.gov/authorities/names/n91121268	Kommers, Piet A. M.	http://id.loc.gov/authorities/names/n91121268	Kommers, Piet A.M.	n91121268	Person		http://example.org/6678524#Agent700-33	
Isaias, Pedro	http://id.loc.gov/authorities/names/n2012021935	http://id.loc.gov/authorities/names/n2012021935	Isaias, Pedro	http://id.loc.gov/authorities/names/n2012021935	Isaias, Pedro,		Person		http://example.org/6678524#Agent700-34	
Issa, Tomayess	http://id.loc.gov/authorities/names/n2013003495	http://id.loc.gov/authorities/names/n2013003495	Issa, Tomayess	http://id.loc.gov/authorities/names/n2013003495	Issa, Tomayess.	n2013003495	Person		http://example.org/6678524#Agent700-35	
Khan, Jalal Uddin	http://id.loc.gov/authorities/names/no00079514	http://id.loc.gov/authorities/names/no00079514	Khan, Jalal Uddin	http://id.loc.gov/authorities/names/no00079514	Khan, Jalal Uddin	no00079514	Person		http://example.org/6811186#Agent100-18	
Williams, Helen Maria, 1762-1827	http://id.loc.gov/authorities/names/n50015768	http://id.loc.gov/authorities/names/n50015768	Williams, Helen Maria, 1762-1827	http://id.loc.gov/authorities/names/n50015768	Williams, Helen Maria, 1762-1827,		Person		http://example.org/6815439#Agent100-16	
Feldman, Paula R.	http://id.loc.gov/authorities/names/n79143358	http://id.loc.gov/authorities/names/n79143358	Feldman, Paula R.	http://id.loc.gov/authorities/names/n79143358	Feldman, Paula R.	n79143358	Person		http://example.org/6815439#Agent700-31	
Tosh, Jemma	http://id.loc.gov/authorities/names/n2014026476	http://id.loc.gov/authorities/names/n2014026476	Tosh, Jemma	http://id.loc.gov/authorities/names/n2014026476	Tosh, Jemma	n2014026476	Person		http://example.org/6694224#Agent100-18	
Tosh, Jemma	http://id.loc.gov/authorities/names/n2014026476	http://id.loc.gov/authorities/names/n2014026476	Tosh, Jemma	http://id.loc.gov/authorities/names/n2014026476	Tosh, Jemma	n2014026476	Person		http://example.org/6758452#Agent100-19	
Hess, Alan.			Hess, Alan	http://id.loc.gov/authorities/names/nb2009021208	Hess, Alan.		Person		http://example.org/6752578#Agent100-18	
Flegel, Monica	http://id.loc.gov/authorities/names/n2008071851	http://id.loc.gov/authorities/names/n2008071851	Flegel, Monica	http://id.loc.gov/authorities/names/n2008071851	Flegel, Monica	n2008071851	Person		http://example.org/6813513#Agent100-22	
Ciurczak, Emil W., 1945-	http://id.loc.gov/authorities/names/n92801771	http://id.loc.gov/authorities/names/n92801771	Ciurczak, Emil W., 1945-	http://id.loc.gov/authorities/names/n92801771	Ciurczak, Emil W., 1945-....	n92801771	Person		http://example.org/6786286#Agent100-14	
Igne, Benoĭt	http://id.loc.gov/authorities/names/nb2015000821	http://id.loc.gov/authorities/names/nb2015000821	Igne, Benoĭt	http://id.loc.gov/authorities/names/nb2015000821	Igne, Benoît,		Person		http://example.org/6786286#Agent700-31	
Flynn, Matthew (Matthew B.)	http://id.loc.gov/authorities/names/n2014188263	http://id.loc.gov/authorities/names/n2014188263	Flynn, Matthew (Matthew B.)	http://id.loc.gov/authorities/names/n2014188263	Flynn, Matthew (Matthew B.)	n2014188263	Person		http://example.org/6813505#Agent100-24	
Lee, Heewon	http://id.loc.gov/authorities/names/n87144650	http://id.loc.gov/authorities/names/n87144650	Lee, Heewon	http://id.loc.gov/authorities/names/n87144650	Lee, Heewon,		Person		http://example.org/6677710#Agent700-30	
Wells, Barbara G.	http://id.loc.gov/authorities/names/n97803290	http://id.loc.gov/authorities/names/n97803290	Wells, Barbara G.	http://id.loc.gov/authorities/names/n97803290	Wells, Barbara G.	n97803290	Person		http://example.org/6769195#Agent700-32	
DiPiro, Joseph T.	http://id.loc.gov/authorities/names/n88044759	http://id.loc.gov/authorities/names/n88044759	DiPiro, Joseph T.	http://id.loc.gov/authorities/names/n88044759	Dipiro, Joseph T	n88044759	Person		http://example.org/6769195#Agent700-33	
Schwinghammer, Terry L.	http://id.loc.gov/authorities/names/n85377058	http://id.loc.gov/authorities/names/n85377058	Schwinghammer, Terry L.	http://id.loc.gov/authorities/names/n85377058	Schwinghammer, Terry L.	n85377058	Person		http://example.org/6769195#Agent700-34	
DiPiro, Cecily V.	http://id.loc.gov/authorities/names/n2014184254	http://id.loc.gov/authorities/names/n2014184254	DiPiro, Cecily V.	http://id.loc.gov/authorities/names/n2014184254	DiPiro, Cecily V.	n2014184254	Person		http://example.org/6769195#Agent700-35	
Pedersen, K. S. (Karen Schou)	http://id.loc.gov/authorities/names/n87862789	http://id.loc.gov/authorities/names/n87862789	Pedersen, K. S. (Karen Schou)	http://id.loc.gov/authorities/names/n87862789	Pedersen, K. S. (Karen Schou)	n87862789	Person		http://example.org/6786177#Agent100-14	
Christensen, Peter L. (Peter Lindskou)	http://id.loc.gov/authorities/names/n2006039720	http://id.loc.gov/authorities/names/n2006039720	Christensen, Peter L. (Peter Lindskou)	http://id.loc.gov/authorities/names/n2006039720	Christensen, Peter L. (Peter Lindskou)	n2006039720	Person		http://example.org/6786177#Agent700-32	
Shaikh, Jawad Azeem	http://id.loc.gov/authorities/names/no2015026701	http://id.loc.gov/authorities/names/no2015026701	Shaikh, Jawad Azeem	http://id.loc.gov/authorities/names/no2015026701	Shaikh, Jawad Azeem	no2015026701	Person		http://example.org/6786177#Agent700-33	
Rastogi, Pramod K., 1951-	http://id.loc.gov/authorities/names/n93099599	http://id.loc.gov/authorities/names/n93099599	Rastogi, Pramod K., 1951-	http://id.loc.gov/authorities/names/n93099599	Rastogi, Pramod K., 1951-	n93099599	Person		http://example.org/6786226#Agent700-30	
Hack, Erwin	http://id.loc.gov/authorities/names/no2010138546	http://id.loc.gov/authorities/names/no2010138546	Hack, Erwin	http://id.loc.gov/authorities/names/no2010138546	Hack, Erwin.	no2010138546	Person		http://example.org/6786226#Agent700-31	
Rastogi, Pramod K., 1951-	http://id.loc.gov/authorities/names/n93099599	http://id.loc.gov/authorities/names/n93099599	Rastogi, Pramod K., 1951-	http://id.loc.gov/authorities/names/n93099599	Rastogi, Pramod K., 1951-	n93099599	Person		http://example.org/6798606#Agent700-32	
Hack, Erwin	http://id.loc.gov/authorities/names/no2010138546	http://id.loc.gov/authorities/names/no2010138546	Hack, Erwin	http://id.loc.gov/authorities/names/no2010138546	Hack, Erwin.	no2010138546	Person		http://example.org/6798606#Agent700-33	
Wood, Eric M.	http://id.loc.gov/authorities/names/n2014057644	http://id.loc.gov/authorities/names/n2014057644	Wood, Eric M.	http://id.loc.gov/authorities/names/n2014057644	Wood, Eric Matthew,		Person		http://example.org/6812779#Agent700-30	
Kellermann, Jherime L.	http://id.loc.gov/authorities/names/n2014057645	http://id.loc.gov/authorities/names/n2014057645	Kellermann, Jherime L.	http://id.loc.gov/authorities/names/n2014057645	Kellermann, Jherime L.	n2014057645	Person		http://example.org/6812779#Agent700-31	
Heiden, Gerrit Jan van der, 1976-	http://id.loc.gov/authorities/names/nb2008005736	http://id.loc.gov/authorities/names/nb2008005736	Heiden, Gerrit Jan van der, 1976-	http://id.loc.gov/authorities/names/nb2008005736	Heiden, Gerrit Jan van der 1976-	nb2008005736	Person		http://example.org/6759848#Agent700-34	
Küpers, Wendelin	http://id.loc.gov/authorities/names/n2013018913	http://id.loc.gov/authorities/names/n2013018913	Küpers, Wendelin	http://id.loc.gov/authorities/names/n2013018913	Küpers, Wendelin	n2013018913	Person		http://example.org/6807408#Agent100-17	
White, Lynn T., III, 1941-	http://id.loc.gov/authorities/names/n78045455	http://id.loc.gov/authorities/names/n78045455	White, Lynn T., III, 1941-	http://id.loc.gov/authorities/names/n78045455	White, Lynn T., III, 1941-	n78045455	Person		http://example.org/6807497#Agent100-25	
Haynes, Joanna, 1953-	http://id.loc.gov/authorities/names/n2001084680	http://id.loc.gov/authorities/names/n2001084680	Haynes, Joanna, 1953-	http://id.loc.gov/authorities/names/n2001084680	Haynes, Joanna, 1953-....	n2001084680	Person		http://example.org/6756083#Agent100-15	
Gale, Ken			Gale, Ken	http://id.loc.gov/authorities/names/n89645206	Gale, Ken.		Person		http://example.org/6756083#Agent700-26	
Parker, Melanie			Parker, Melanie	http://id.loc.gov/authorities/names/nb2007023474	Parker, Melanie.		Person		http://example.org/6756083#Agent700-27	
Steel, Daniel, 1970-	http://id.loc.gov/authorities/names/n2007180846	http://id.loc.gov/authorities/names/n2007180846	Steel, Daniel, 1970-	http://id.loc.gov/authorities/names/n2007180846	Steel, Daniel, 1970-	n2007180846	Person		http://example.org/6720030#Agent100-19	
Massimi, Michela		nr2005020750	Massimi, Michela	http://id.loc.gov/authorities/names/nr2005020750	Massimi, Michela.	nr2005020750	Person		http://example.org/6774057#Agent100-20	
Cohen, Andrew I.	http://id.loc.gov/authorities/names/no96027035	http://id.loc.gov/authorities/names/no96027035	Cohen, Andrew I.	http://id.loc.gov/authorities/names/no96027035	Cohen, Andrew I.,		Person		http://example.org/6786481#Agent100-19	
Falzon, Christopher, 1957-	http://id.loc.gov/authorities/names/n97102090	http://id.loc.gov/authorities/names/n97102090	Falzon, Christopher, 1957-	http://id.loc.gov/authorities/names/n97102090	Falzon, Christopher, 1957-.....	n97102090	Person		http://example.org/6795766#Agent100-21	
Scerri, Eric R.	http://id.loc.gov/authorities/names/n2005093780	http://id.loc.gov/authorities/names/n2005093780	Scerri, Eric R.	http://id.loc.gov/authorities/names/n2005093780	Scerri, Eric R.	n2005093780	Person		http://example.org/6799031#Agent700-25	
McIntyre, Lee C.	http://id.loc.gov/authorities/names/n93108574	http://id.loc.gov/authorities/names/n93108574	McIntyre, Lee C.	http://id.loc.gov/authorities/names/n93108574	McIntyre, Lee C.	n93108574	Person		http://example.org/6799031#Agent700-26	
