Val	match-ID-F	score-lc	Column 1	LC-VP	match-ID	score	Cor	LC-VC	score-c	org	Column 3	Column 4	blank
Turner, Graham, 1932-	n50016143	100	Turner, Graham, 1932- 	n50016143	n50016143	0.84	Turner, Graham, 1932- 			Person		http://example.org/1014554#Agent700-20	
Westacott, George Henry, 1937-			Westacott, George Henry, 1937-				Westacott, George Henry, 1937-			Person		http://example.org/1055326#Agent100-11	
Headley, Joseph Charles	n86847580	100	Headley, Joseph Charles	n86847580	n86847580	1	Headley, Joseph Charles			Person		http://example.org/105053#Agent100-10	
Lewis, Jack Neville			Lewis, Jack Neville				Lewis, Jack Neville			Person		http://example.org/105053#Agent700-19	
Corpus Christi College (University of Cambridge)	n82129794	100	Corpus Christi College (University of Cambridge)		n82129794		Corpus Christi College (University of Cambridge)	n82129794	1	Organization		http://example.org/1010678#Agent110-9	
Peter, Laurence J., 1919-			Peter, Laurence J., 1919-				Peter, Laurence J., 1919-			Person		http://example.org/1061978#Agent100-12	
Shuman, Ronald Buswell, 1908-			Shuman, Ronald Buswell, 1908-				Shuman, Ronald Buswell, 1908-			Person		http://example.org/105772#Agent100-11	
Hepple, Peter	n50029574	100	Hepple, Peter	n50029574	n50029574	0.9285714286	Hepple, Peter			Person		http://example.org/104114#Agent100-11	
Institute of Petroleum (Great Britain)	n80051841	100	Institute of Petroleum (Great Britain)		n80051841		Institute of Petroleum (Great Britain)	n80051841	1	Organization		http://example.org/104114#Agent710-22	
Deutsche Gesellschaft für Mineralölwissenschaft und Kohlechemie	n82147114	98	Deutsche Gesellschaft für Mineralölwissenschaft und Kohlechemie		n82147114		Deutsche Gesellschaft für Mineralölwissenschaft und Kohlechemie	n82147114	0.984375	Organization		http://example.org/104114#Agent710-23	
Ramelson, Marian, 1908-	no2001033360	100	Ramelson, Marian, 1908-	no2001033360	no2001033360	1	Ramelson, Marian, 1908-			Person		http://example.org/1047559#Agent100-13	
McDonald, Forrest	n79034950	100	McDonald, Forrest	n79034950	n79034950	1	McDonald, Forrest			Person		http://example.org/1041008#Agent100-14	
Ellis, Edward Sylvester, 1840-1916	n79054754	100	Ellis, Edward Sylvester, 1840-1916	n79054754	n79054754	1	Ellis, Edward Sylvester, 1840-1916			Person		http://example.org/1025356#Agent100-10	
Boone, Daniel, 1734-1820	n79114053	100	Boone, Daniel, 1734-1820	n79114053	n79114053	1	Boone, Daniel, 1734-1820			Person		http://example.org/1025356#Agent600-19	
Davies, Wyndham	nb2008016947	100	Davies, Wyndham				Davies, Wyndham			Person		http://example.org/1005545#Agent100-12	
Society for the Study of Addiction to Alcohol and Other Drugs	n84201815	100	Society for the Study of Addiction to Alcohol and Other Drugs		n84201815		Society for the Study of Addiction to Alcohol and Other Drugs	n84201815	0.9836065574	Organization		http://example.org/1035217#Agent110-14	
Wilson, Cedric William Malcolm			Wilson, Cedric William Malcolm				Wilson, Cedric William Malcolm			Person		http://example.org/1035217#Agent700-26	
Brettler, Lucinda Ann Vandervort			Brettler, Lucinda Ann Vandervort				Brettler, Lucinda Ann Vandervort			Person		http://example.org/107373#Agent100-9	
Reinach, Adolf, 1883-1918?	n81050340	100	Reinach, Adolf, 1883-1918?	n81050340	n81050340	1	Reinach, Adolf, 1883-1918?			Person		http://example.org/107373#Agent600-19	
Rosensohn, William L.	no2001049167	100	Rosensohn, William L	no2001049167	no2001049167	0.9523809524	Rosensohn, William L			Person		http://example.org/1058203#Agent100-10	
Peirce, Charles S. (Charles Sanders), 1839-1914	n79034265	100	Peirce, Charles S. (Charles Sanders), 1839-1914	n79034265	n79034265	0.9791666667	Peirce, Charles S. (Charles Sanders), 1839-1914			Person		http://example.org/1058203#Agent600-19	
Oakley, David	n79093615	92	Oakley, David				Oakley, David			Person		http://example.org/1083593#Agent100-12	
Tiryakian, Edward A.	n79090117	100	Tiryakian, Edward A	n79090117	n79090117	0.95	Tiryakian, Edward A			Person		http://example.org/1023486#Agent100-12	
Whitaker, Ben, 1934-2014	n50017890	100	Whitaker, Ben, 1934-2014	n50017890	n50017890	1	Whitaker, Ben, 1934-2014			Person		http://example.org/1025795#Agent100-12	
Smith, Caroline Estes, Mrs			Smith, Caroline Estes, Mrs				Smith, Caroline Estes, Mrs			Person		http://example.org/1074238#Agent100-11	
Los Angeles Philharmonic Orchestra	n81020295	100	Los Angeles Philharmonic Orchestra		n81020295		Los Angeles Philharmonic Orchestra	n81020295	0.9705882353	Organization		http://example.org/1074238#Agent610-19	
Hart, Donn V. (Donn Vorhis), 1918-1983	n79135044	100	Hart, Donn V. (Donn Vorhis), 1918-1983	n79135044	n79135044	1	Hart, Donn V. (Donn Vorhis), 1918-1983			Person		http://example.org/1031622#Agent100-11	
Rōyama, Masamichi, 1895-1980	n82056021	98	Rōyama, Masamichi, 1895-1980	n82056021	n82056021	0.9310344828	Rōyama, Masamichi, 1895-1980			Person		http://example.org/1051842#Agent100-13	
Takeuchi, Tatsuji, 1904- 			Takeuchi, Tatsuji, 1904- 				Takeuchi, Tatsuji, 1904- 			Person		http://example.org/1051842#Agent700-26	
Friend, Theodore	n85337130	100	Friend, Theodore	n85337130	n85337130	1	Friend, Theodore			Person		http://example.org/1051842#Agent700-27	
Japan. Hitō Chōsa Iinkai			Japan. Hitō Chōsa Iinkai				Japan. Hitō Chōsa Iinkai			Jurisdiction		http://example.org/1051842#Agent710-28	
Robles, Eliodoro G			Robles, Eliodoro G				Robles, Eliodoro G			Person		http://example.org/1051840#Agent100-12	
Romulo, Beth Day, 1924-	n50035206	100	Romulo, Beth Day, 1924-	n50035206	n50035206	0.8518518519	Romulo, Beth Day, 1924-			Person		http://example.org/1047260#Agent100-13	
Bury, Richard de, 1287-1345	n87903736	100	Bury, Richard de, 1287-1345	n87903736	n87903736	0.9642857143	Bury, Richard de, 1287-1345			Person		http://example.org/1063045#Agent100-11	
Thomas, Ernest Chester, 1850-1892	n85158353	100	Thomas, Ernest Chester, 1850-1892	n85158353	n85158353	1	Thomas, Ernest Chester, 1850-1892			Person		http://example.org/1063045#Agent700-22	
Portnoy, Julius	n97865962	100	Portnoy, Julius	n97865962	n97865962	1	Portnoy, Julius			Person		http://example.org/1075144#Agent100-10	
Heath, Peter Lauchlan, 1922-			Heath, Peter Lauchlan, 1922-				Heath, Peter Lauchlan, 1922-			Person		http://example.org/1074573#Agent100-11	
Carroll, Lewis, 1832-1898	n79056546	100	Carroll, Lewis, 1832-1898	n79056546	n79056546	1	Carroll, Lewis, 1832-1898			Person		http://example.org/1074573#Agent600-19	
Carroll, Lewis, 1832-1898	n79056546	100	Carroll, Lewis, 1832-1898	n79056546	n79056546	1	Carroll, Lewis, 1832-1898			Person		http://example.org/1074573#Agent600-20	
Alice's adventures in wonderland	no2015128584	81	Alice's adventures in wonderland				Alice's adventures in wonderland			Person		http://example.org/1074573#Agent600-21	
Carroll, Lewis, 1832-1898	n79056546	100	Carroll, Lewis, 1832-1898	n79056546	n79056546	1	Carroll, Lewis, 1832-1898			Person		http://example.org/1074573#Agent700-22	
Carroll, Lewis, 1832-1898	n79056546	100	Carroll, Lewis, 1832-1898	n79056546	n79056546	1	Carroll, Lewis, 1832-1898			Person		http://example.org/1074573#Agent700-23	
Proclus, approximately 410-485	n79007198	100	Proclus, approximately 410-485	n79007198	n79007198	1	Proclus, approximately 410-485			Person		http://example.org/1090608#Agent100-11	
Taylor, Thomas, 1758-1835	n79054710	100	Taylor, Thomas, 1758-1835				Taylor, Thomas, 1758-1835			Person		http://example.org/1090608#Agent700-22	
Marinus, 5th century	n86107863	84	Marinus, 5th century				Marinus, 5th century			Person		http://example.org/1090608#Agent700-23	
Rusk, Robert R. (Robert Robertson), 1879-1972	n86806932	100	Rusk, Robert R. (Robert Robertson), 1879-1972	n86806932	n86806932	1	Rusk, Robert R. (Robert Robertson), 1879-1972			Person		http://example.org/1060319#Agent100-10	
Cahn, Steven M.	n50032838	100	Cahn, Steven M	n50032838	n50032838	0.9333333333	Cahn, Steven M			Person		http://example.org/1059288#Agent100-11	
Bosanquet, Bernard, 1848-1923	n50048238	100	Bosanquet, Bernard, 1848-1923	n50048238	n50048238	1	Bosanquet, Bernard, 1848-1923			Person		http://example.org/1039352#Agent100-10	
Grob, Alan, 1932-2007	n2001026896	100	Grob, Alan, 1932-2007	n2001026896	n2001026896	1	Grob, Alan, 1932-2007			Person		http://example.org/10108#Agent100-14	
Wordsworth, William, 1770-1850	n79006595	100	Wordsworth, William, 1770-1850	n79006595	n79006595	0.9677419355	Wordsworth, William, 1770-1850			Person		http://example.org/10108#Agent600-22	
Baxter, Catherine E			Baxter, Catherine E				Baxter, Catherine E			Person		http://example.org/1034643#Agent100-12	
Canada	n79007233	100	Canada				Canada			Jurisdiction		http://example.org/1034643#Agent610-22	
Sprague, Charles E. (Charles Ezra), 1842-1912	n84012312	100	Sprague, Charles E. (Charles Ezra), 1842-1912	n84012312	n84012312	1	Sprague, Charles E. (Charles Ezra), 1842-1912			Person		http://example.org/1071875#Agent100-11	
Perry, Charner Marquis, 1902-1985	no2004054123	100	Perry, Charner Marquis, 1902-1985	no2004054123	no2004054123	1	Perry, Charner Marquis, 1902-1985			Person		http://example.org/1042259#Agent100-14	
Wahlquist, John Thomas, 1899-	no2005064331	100	Wahlquist, John Thomas, 1899-	no2005064331	no2005064331	1	Wahlquist, John Thomas, 1899-			Person		http://example.org/1057120#Agent100-13	
Wingo, Glenn Max, 1913-	n50015893	100	Wingo, Glenn Max, 1913-	n50015893	n50015893	0.8518518519	Wingo, Glenn Max, 1913-			Person		http://example.org/1057127#Agent100-11	
Read, Herbert Edward, Sir, 1893-1968	n79055559	80	Read, Herbert Edward, Sir, 1893-1968				Read, Herbert Edward, Sir, 1893-1968			Person		http://example.org/1038848#Agent100-10	
Ducasse, Curt John, 1881-1969	n50026776	100	Ducasse, Curt John, 1881-1969	n50026776	n50026776	1	Ducasse, Curt John, 1881-1969			Person		http://example.org/1076371#Agent100-14	
Ruse, Michael	n78086451	100	Ruse, Michael	n78086451	n78086451	1	Ruse, Michael			Person		http://example.org/1003823#Agent100-12	
Carr, Herbert Wildon, 1857-1931	n50033124	100	Carr, Herbert Wildon, 1857-1931	n50033124	n50033124	1	Carr, Herbert Wildon, 1857-1931			Person		http://example.org/1059766#Agent100-10	
Bergson, Henri, 1859-1941	n78082114	100	Bergson, Henri, 1859-1941	n78082114	n78082114	0.9615384615	Bergson, Henri, 1859-1941			Person		http://example.org/1059766#Agent600-18	
Macmurray, John, 1891-1976	n81020189	100	Macmurray, John, 1891-1976	n81020189	n81020189	1	Macmurray, John, 1891-1976			Person		http://example.org/1037208#Agent100-10	
Merrell-Wolff, Franklin	n83040653	100	Merrell-Wolff, Franklin	n83040653	n83040653	1	Merrell-Wolff, Franklin			Person		http://example.org/1003669#Agent100-13	
Schofield, Harry	n50005056	100	Schofield, Harry	n50005056	n50005056	0.9411764706	Schofield, Harry			Person		http://example.org/1004635#Agent100-11	
Morgan, Arthur Ernest, 1878-1975	n50006290	87	Morgan, Arthur Ernest, 1878-1975				Morgan, Arthur Ernest, 1878-1975			Person		http://example.org/1037814#Agent100-10	
Bellamy, Edward, 1850-1898	n79084406	100	Bellamy, Edward, 1850-1898	n79084406	n79084406	1	Bellamy, Edward, 1850-1898			Person		http://example.org/1037814#Agent600-18	
Feys, Jan, 1933-	n87105955	100	Feys, Jan, 1933-	n87105955	n87105955	0.8	Feys, Jan, 1933-			Person		http://example.org/1066991#Agent100-10	
Ghose, Aurobindo, 1872-1950	n79071149	100	Ghose, Aurobindo, 1872-1950	n79071149	n79071149	0.9642857143	Ghose, Aurobindo, 1872-1950			Person		http://example.org/1066991#Agent600-20	
Teilhard de Chardin, Pierre	n79032934	100	Teilhard de Chardin, Pierre	n79032934	n79032934	1	Teilhard de Chardin, Pierre			Person		http://example.org/1066991#Agent600-21	
Overton, Grant M. (Grant Martin), 1887-1930	n50049902	100	Overton, Grant M. (Grant Martin), 1887-1930	n50049902	n50049902	1	Overton, Grant M. (Grant Martin), 1887-1930			Person		http://example.org/1059597#Agent100-10	
Dean, A. F. (Albert Flandreau), 1842-1933	no96030694	100	Dean, A. F. (Albert Flandreau), 1842-1933	no96030694	no96030694	1	Dean, A. F. (Albert Flandreau), 1842-1933			Person		http://example.org/1020080#Agent100-10	
Townley, W. R. (Wellington Reid), 1861-	no96030695	100	Townley, W. R. (Wellington Reid), 1861-	no96030695	no96030695	1	Townley, W. R. (Wellington Reid), 1861-			Person		http://example.org/1020080#Agent700-19	
Gallagher, Kenneth T.	n85813751	100	Gallagher, Kenneth T	n85813751	n85813751	0.9523809524	Gallagher, Kenneth T			Person		http://example.org/1034730#Agent100-10	
Marcel, Gabriel, 1889-1973	n80009912	100	Marcel, Gabriel, 1889-1973	n80009912	n80009912	0.962962963	Marcel, Gabriel, 1889-1973			Person		http://example.org/1034730#Agent600-19	
Jespersen, Otto, 1860-1943	n79096864	100	Jespersen, Otto, 1860-1943	n79096864	n79096864	1	Jespersen, Otto, 1860-1943			Person		http://example.org/1089372#Agent100-13	
Kant, Immanuel, 1724-1804	n79021614	100	Kant, Immanuel, 1724-1804	n79021614	n79021614	0.9615384615	Kant, Immanuel, 1724-1804			Person		http://example.org/1001776#Agent100-11	
Watson, John, 1847-1939	n79084367	100	Watson, John, 1847-1939	n79084367	n79084367	1	Watson, John, 1847-1939			Person		http://example.org/1001776#Agent700-20	
Schilpp, Paul Arthur, 1897-1993	n79099021	100	Schilpp, Paul Arthur, 1897-1993	n79099021	n79099021	1	Schilpp, Paul Arthur, 1897-1993			Person		http://example.org/1051742#Agent100-15	
Popper, Karl R. (Karl Raimund), 1902-1994	n80032184	100	Popper, Karl R. (Karl Raimund), 1902-1994	n80032184	n80032184	1	Popper, Karl R. (Karl Raimund), 1902-1994			Person		http://example.org/1051742#Agent600-25	
Katz, Jerrold J.	n50044658	100	Katz, Jerrold J	n50044658	n50044658	0.9375	Katz, Jerrold J			Person		http://example.org/1094379#Agent100-16	
Rahman, Fazlur, 1919-1988	n80082560	100	Rahman, Fazlur, 1919-1988	n80082560	n80082560	0.8846153846	Rahman, Fazlur, 1919-1988			Person		http://example.org/103481#Agent100-11	
Ṣadr al-Dīn Shīrāzī, Muḥammad ibn Ibrāhīm, -1641	n81035993		Ṣadr al-Dīn Shīrāzī, Muḥammad ibn Ibrāhīm, -1641	n81035993	n81035993	0.92	Ṣadr al-Dīn Shīrāzī, Muḥammad ibn Ibrāhīm, -1641			Person		http://example.org/103481#Agent600-20	
Pole, William, 1814-1900	n86834520	100	Pole, William, 1814-1900	n86834520	n86834520	1	Pole, William, 1814-1900			Person		http://example.org/1083324#Agent100-10	
Hartridge, Hamilton, 1886-	n87108025	100	Hartridge, Hamilton, 1886-	n87108025	n87108025	1	Hartridge, Hamilton, 1886-			Person		http://example.org/1083324#Agent700-21	
Bucke, Charles, 1781-1846	n82209465	100	Bucke, Charles, 1781-1846	n82209465	n82209465	1	Bucke, Charles, 1781-1846			Person		http://example.org/1061124#Agent100-10	
Sinha, Jadunath, 1894-			Sinha, Jadunath, 1894-				Sinha, Jadunath, 1894-			Person		http://example.org/1066543#Agent100-10	
Nimbārka	n82036170	93	Nimbārka	n82036170	n82036170	1	Nimbārka			Person		http://example.org/1066543#Agent600-18	
LeFevre, Robert, 1911-	n87909890	100	LeFevre, Robert, 1911-	n87909890	n87909890	1	LeFevre, Robert, 1911-			Person		http://example.org/102430#Agent100-9	
Flammer, Charles, 1881-	no2012119726	100	Flammer, Charles, 1881-	no2012119726	no2012119726	1	Flammer, Charles, 1881-			Person		http://example.org/1034097#Agent100-9	
Jammer, Max	n83826185	100	Jammer, Max	n83826185	n83826185	0.9166666667	Jammer, Max			Person		http://example.org/1068178#Agent100-11	
Cornwallis, Caroline Frances, 1786-1858	n87808788	100	Cornwallis, Caroline Frances, 1786-1858	n87808788	n87808788	1	Cornwallis, Caroline Frances, 1786-1858			Person		http://example.org/1071558#Agent100-10	
Lioy, Diodato, 1839-1912	no2004002507	100	Lioy, Diodato, 1839-1912	no2004002507	no2004002507	1	Lioy, Diodato, 1839-1912			Person		http://example.org/1058652#Agent100-11	
Tompkins, Arnold, 1849-1905	no2009042930	100	Tompkins, Arnold, 1849-1905	no2009042930	no2009042930	1	Tompkins, Arnold, 1849-1905			Person		http://example.org/1069963#Agent100-10	
Willis, George	n2012009073	100	Willis, George				Willis, George			Person		http://example.org/1089314#Agent100-10	
Spinoza, Benedictus de, 1632-1677	n79018753	100	Spinoza, Benedictus de, 1632-1677	n79018753	n79018753	0.9411764706	Spinoza, Benedictus de, 1632-1677			Person		http://example.org/1058215#Agent100-9	
Fairbairn, A. M. (Andrew Martin), 1838-1912	n90631925	100	Fairbairn, A. M. (Andrew Martin), 1838-1912	n90631925	n90631925	1	Fairbairn, A. M. (Andrew Martin), 1838-1912			Person		http://example.org/1058007#Agent100-9	
Abadhuta Jnanananda Deva			Abadhuta Jnanananda Deva				Abadhuta Jnanananda Deva			Person		http://example.org/1046927#Agent100-11	
Nityapadananda Abadhuta, Swami			Nityapadananda Abadhuta, Swami				Nityapadananda Abadhuta, Swami			Person		http://example.org/1046927#Agent700-23	
Srinivasachari, P. N., 1880-	n50029595	100	Srinivasachari, P. N., 1880-	n50029595	n50029595	0.9642857143	Srinivasachari, P. N., 1880-			Person		http://example.org/1040728#Agent100-10	
Davidson, Avram	n79022856	100	Davidson, Avram	n79022856	n79022856	1	Davidson, Avram			Person		http://example.org/1042172#Agent100-10	
Viscardi, Henry, 1912-2004	n80145940	100	Viscardi, Henry, 1912-2004	n80145940	n80145940	1	Viscardi, Henry, 1912-2004			Person		http://example.org/106275#Agent100-11	
Dillard, Darren, 1968-			Dillard, Darren, 1968-				Dillard, Darren, 1968-			Person		http://example.org/106275#Agent600-19	
Human Resources School (Albertson, N.Y.)	n2007046343	100	Human Resources School (Albertson, N.Y.)		n2007046343		Human Resources School (Albertson, N.Y.)	n2007046343	1	Organization		http://example.org/106275#Agent610-20	
Pick, J. B. (John Barclay), 1921-	n79090218	100	Pick, J. B. (John Barclay), 1921-	n79090218	n79090218	1	Pick, J. B. (John Barclay), 1921-			Person		http://example.org/1018238#Agent100-10	
